Company Name,Company Name2,Status,License,Type,License Number,Email,Phone,DBA,Adress 
003DF2,TOSS IT UP,Hemp,,,,,,,
22_1100003,"The Reliable Company, LLC",Hemp,,,,,,,
394421,"Therapeutic ReLeaf, LLC",Hemp,,,,,,,
391736,THE GARDEN OF HEMPS,Hemp,,,,,,,
0837751,The Fulfillment Alliance,Hemp,,,,,,,
391182,THE C STORE DEPOT,Hemp,,,,,,,
359384,The Colorado Connect LLC,Hemp,,,,,,,
003HBH,TEXAS SAVAGE HEMP DISTRIBUTION LLC,Hemp,,,,,,,
0829877,"TEXAGON, LLC",Hemp,,,,,,,
0838830,TAJ WHOLESALE,Hemp,,,,,,,
399032,TADA FARMS,Hemp,,,,,,,
399065,SYSCO SOUTHEAST FLORIDA LLC,Hemp,,,,,,,
251556,SYSCO JACKSONVILLE INC,Hemp,,,,,,,
390871,SUNSHINE NOVELTY,Hemp,,,,,,,
394715,SUNSET NOVELTIES INC,Hemp,,,,,,,
391584,"Sunflora, LLC",Hemp,,,,,,,
392161,STONE COLD HEMP,Hemp,,,,,,,
0834784,"Stoked, LLC",Hemp,,,,,,,
"392032, 392101",Stoked LLC,Hemp,,,,,,,
0037X4,SOUTHERN WINE AND SPIRITS OF FLORIDA,Hemp,,,,,,,
329333,SOUTHERN WHOLESALE OF FLORIDA LLC,Hemp,,,,,,,
393696,SOUTHERN EAGLE DISTRIBUTING,Hemp,,,,,,,
268758,SOUTHEAST WHOLESALE FOODS LLC,Hemp,,,,,,,
385865,SOUTHEAST TOBACCO DISTRIBUTORS INC,Hemp,,,,,,,
383803,"SOL CANYON, LLC",Hemp,,,,,,,
0829887,Solarvit Natural LLC,Hemp,,,,,,,
MG distribution 31,Hemp,Hemp,,,,,,,
390636,"Medical Technology Products, Inc.",Hemp,,,,,,,
390634,McLane/Suneast,Hemp,,,,,,,
37109,MCLANE OCALA,Hemp,,,,,,,
386601,MCCRAY SERVICE GROUP LLC,Hemp,,,,,,,
22_1100043,Maxxam CBD,Hemp,,,,,,,
393601,Master Industries,Hemp,,,,,,,
391954,"MAS500, INC",Hemp,,,,,,,
MAJEMAC ENTERPRISES INC,Hemp,Hemp,,,,,,,
MACKOUL DISTRIBUTORS INC # 0002,Hemp,Hemp,,,,,,,
American Hemp Seed,Macan LLC,Hemp,,,,,7203665438,,"720 S Colorado BlvdGlendale, CO 80246"
003F6V,MAB&S TRANSPORT,Hemp,,,,cameron@lurexmay.com || mabooker10@gmail.com,310-710-1773 || 318-229-8390,,"LUREX MAY, INCCaddo, LA 71061 || Jackson, LA 70748"
22_1100097,M3 Life Sciences,Hemp,,,,,901-562-1204 || 9702753032,,"LuckyLeafHempFarms, LLCTN || 1555 Grand AveNorwood, CO 81423"
003JF9,Lyfe Medi LLC,Hemp,,,,carlos@lyfemedi.com,813-830-8998,,"501 S Falkenburg RdTampa, FL 33619"
395411,"Lux Templum, llc",Hemp,,,,,3037255314,,"1499 Blake StDenver, CO 80202"
0033YW,Luxe CBD,Hemp,,,,jermainewilliams.suaap@gmail.com,720-909-8300 || 321-460-9698,,"LTC FARMS LLCCO || 900 Fox Valley Dr, Suite 209Longwood, FL 32779"
395105,LOGISTICAL WAREHOUSING,Hemp,,,,digitrac@gmail.com,4072055893,,"2500 N Forsyth RdOrlando, FL 32807"
396452,Life source distributors inc,Hemp,,,,Lifesourcedistributors@gmail.com,813-727-5997,,"8324 Gunn HwyTampa, FL 33626"
391239,Life Express Vitamins & Supplements LLC,Hemp,,,,eduardo@lifeexpressusa.com,407-352-1000,,"7350 Futures DrOrlando, FL 32819"
395291,LEGAL LOUD LLC,Hemp,,,,,(603) 562-9780,,"403 Timpson StCenter, TX 75935"
388333,LA Hemp Distributor 0004,Hemp,,,,,,,
22_1100071,LA Hemp Distributor 0003,Hemp,,,,davidwfarms@gmail.com,318-381-4572,,"Burns RdWarden, LA 71232"
LA Hemp Distributor 0002,Hemp,Hemp,,,,,,,
LA Hemp Distributor 0001,Hemp,Hemp,,,,,,,
22_1100096,L7 Grain,Hemp,,,,,,,
399913,KEHE DISTRIBUTORS LLC,Hemp,,,,Vaugh.Lewis@Kehe.com,815-735-6737,,"4030 Deerpark BlvdElkton, FL 32033"
kaniBus wholesalers,Kani Bus Llc,Hemp,,,,,,,
JW Consultants,Hemp,Hemp,,,,,,,
Just Natural Hemp,Just Natural Hemp LLC,Hemp,,,,justin@justnaturalhemp.com,9083084100,,"900 Easton AveFranklin Township, NJ 08873"
Wall Street Hemp Xchange,JP Plus Inc,Hemp,,,,,7206161922,,"21026 E Greenwood DrAurora, CO 80013"
396899,J&a distributions llc,Hemp,,,,kat@jadist.com,561-221-7120,,"2200 N Commerce PkwyWeston, FL 33326"
396254,JACOB FLEISHMAN COLD STORAGE INC,Hemp,,,,juan@jacobfleishman.com,305-696-2350,,"1177 NW 81st StMiami, FL 33150"
65298,IN THE WIND INDUSTRIES LLC,Hemp,,,,JMSUPPORT@INTHEWINDINDUSTRIES.COM,(512) 502-4374,,"Lantana LnCedar Park, TX 78613"
0835430,INTERNATIONAL COLD STORAGE,Hemp,,,,joel@international-cold-storage.com,954-946-4480,,"3775 NW 31st AveLauderdale Lakes, FL 33309"
"Integrity Medicinals, LLC",Hemp,Hemp,,,,,,,
398963,"Injury Assistance Network, LLC",Hemp,,,,emily@infinite-tree.com || myinjuryassistancenetwork@gmail.com,541.937.5237 || 800-988-8142,,"Infinite TreeOR || 823 N Thornton AveOrlando, FL 32803"
391372,Infinity Wholesale & Supply,Hemp,,,,,,,
52863,H T HACKNEY,Hemp,,,,lee.underwood@hthackney.com,8136954852,,"9330 E Adamo DrTampa, FL 33619"
368892,HIGHLY FLAVORABLE,Hemp,,,,HMM@HIGHLYFLAVORABLE.COM,(214) 293-8990,,"6114 Northwest CtMesquite, TX 75150"
0836417,H & H Hemp,Hemp,,,,drd@deltahempco.com,(573) 203-8778,,"205 W Commercial StSenath, MO 63876"
0037VW,"Hemp Matrix, Inc",Hemp,,,,,7209981699,,"477 S Fetzer StByers, CO 80103"
003G2C,Hempex LLC,Hemp,,,,,3038187710,,"10505 S Progress WayParker, CO 80134"
00320W,"Hemperience, LLC.",Pending,,,,quan@hemperience.net,407-985-8488,,"14916 Old Cheney HwyOrlando, FL 32828"
Hemp Dynasty Distribution LLC,Hemp,Hemp,,,,,,,
396624,"Hemp Consultants, LLC",Hemp,,,,,,,"3900 Old Cheney RdLincoln, NE 68516"
B_0001,Hemp co,Hemp,,,,,,,
390636,"Medical Technology Products, Inc.",Hemp,,,,,,,
390634,McLane/Suneast,Hemp,,,,,,,
37109,MCLANE OCALA,Hemp,,,,,,,
386601,MCCRAY SERVICE GROUP LLC,Hemp,,,,,,,
22_1100043,Maxxam CBD,Hemp,,,,,,,
393601,Master Industries,Hemp,,,,,,,
391954,"MAS500, INC",Hemp,,,,,,,
American Hemp Seed,Macan LLC,Hemp,,,,,7203665438,,"720 S Colorado BlvdGlendale, CO 80246"
003F6V,MAB&S TRANSPORT,Hemp,,,,cameron@lurexmay.com || mabooker10@gmail.com,310-710-1773 || 318-229-8390,,"LUREX MAY, INCCaddo, LA 71061 || Jackson, LA 70748"
22_1100097,M3 Life Sciences,Hemp,,,,,901-562-1204 || 9702753032,,"LuckyLeafHempFarms, LLCTN || 1555 Grand AveNorwood, CO 81423"
003JF9,Lyfe Medi LLC,Hemp,,,,carlos@lyfemedi.com,813-830-8998,,"501 S Falkenburg RdTampa, FL 33619"
395411,"Lux Templum, llc",Hemp,,,,,3037255314,,"1499 Blake StDenver, CO 80202"
0033YW,Luxe CBD,Hemp,,,,jermainewilliams.suaap@gmail.com,720-909-8300 || 321-460-9698,,"LTC FARMS LLCCO || 900 Fox Valley Dr, Suite 209Longwood, FL 32779"
395105,LOGISTICAL WAREHOUSING,Hemp,,,,digitrac@gmail.com,4072055893,,"2500 N Forsyth RdOrlando, FL 32807"
396452,Life source distributors inc,Hemp,,,,Lifesourcedistributors@gmail.com,813-727-5997,,"8324 Gunn HwyTampa, FL 33626"
391239,Life Express Vitamins & Supplements LLC,Hemp,,,,eduardo@lifeexpressusa.com,407-352-1000,,"7350 Futures DrOrlando, FL 32819"
395291,LEGAL LOUD LLC,Hemp,,,,,(603) 562-9780,,"403 Timpson StCenter, TX 75935"
388333,LA Hemp Distributor 0004,Hemp,,,,,,,
22_1100071,LA Hemp Distributor 0003,Hemp,,,,davidwfarms@gmail.com,318-381-4572,,"Burns RdWarden, LA 71232"
22_1100096,L7 Grain,Hemp,,,,,,,
399913,KEHE DISTRIBUTORS LLC,Hemp,,,,Vaugh.Lewis@Kehe.com,815-735-6737,,"4030 Deerpark BlvdElkton, FL 32033"
kaniBus wholesalers,Kani Bus Llc,Hemp,,,,,,,
Just Natural Hemp,Just Natural Hemp LLC,Hemp,,,,justin@justnaturalhemp.com,9083084100,,"900 Easton AveFranklin Township, NJ 08873"
Wall Street Hemp Xchange,JP Plus Inc,Hemp,,,,,7206161922,,"21026 E Greenwood DrAurora, CO 80013"
396899,J&a distributions llc,Hemp,,,,kat@jadist.com,561-221-7120,,"2200 N Commerce PkwyWeston, FL 33326"
396254,JACOB FLEISHMAN COLD STORAGE INC,Hemp,,,,juan@jacobfleishman.com,305-696-2350,,"1177 NW 81st StMiami, FL 33150"
65298,IN THE WIND INDUSTRIES LLC,Hemp,,,,JMSUPPORT@INTHEWINDINDUSTRIES.COM,(512) 502-4374,,"Lantana LnCedar Park, TX 78613"
0835430,INTERNATIONAL COLD STORAGE,Hemp,,,,joel@international-cold-storage.com,954-946-4480,,"3775 NW 31st AveLauderdale Lakes, FL 33309"
398963,"Injury Assistance Network, LLC",Hemp,,,,emily@infinite-tree.com || myinjuryassistancenetwork@gmail.com,541.937.5237 || 800-988-8142,,"Infinite TreeOR || 823 N Thornton AveOrlando, FL 32803"
391372,Infinity Wholesale & Supply,Hemp,,,,,,,
52863,H T HACKNEY,Hemp,,,,lee.underwood@hthackney.com,8136954852,,"9330 E Adamo DrTampa, FL 33619"
368892,HIGHLY FLAVORABLE,Hemp,,,,HMM@HIGHLYFLAVORABLE.COM,(214) 293-8990,,"6114 Northwest CtMesquite, TX 75150"
0836417,H & H Hemp,Hemp,,,,drd@deltahempco.com,(573) 203-8778,,"205 W Commercial StSenath, MO 63876"
0037VW,"Hemp Matrix, Inc",Hemp,,,,,7209981699,,"477 S Fetzer StByers, CO 80103"
003G2C,Hempex LLC,Hemp,,,,,3038187710,,"10505 S Progress WayParker, CO 80134"
00320W,"Hemperience, LLC.",Pending,,,,quan@hemperience.net,407-985-8488,,"14916 Old Cheney HwyOrlando, FL 32828"
396624,"Hemp Consultants, LLC",Hemp,,,,,,,"3900 Old Cheney RdLincoln, NE 68516"
B_0001,Hemp co,Hemp,,,,,,,
Page 12 of 37,HEMPATHIZE,Hemp,,,,,,,
22_1100204,Hedgegrove LLC,Hemp,,,,lkluger@hedgegrovefarms.com,,,"2704 Lowesville RdLowesville, VA 22967"
27404,Hamilton Farms LLC,Hemp,,,,,9705293499,,"25745 CO-184Dolores, CO 81323"
B_0003,GREENE'S RESERVE,Hemp,,,,JEFF.GREENE@GREENESRESERVE.COM,954-304-0791,,"500 NW 27th AveOcala, FL 34475"
401012,GREAT BAY DISTRIBUTORS # 40915,Hemp,,,,mikecastagner@greatbaybud.com,727-423-6318,,"3221 Grand BlvdHoliday, FL 34690"
0829860,Grand Duke Global Inc.,Hemp,,,,mv@granddukeglobal.com,626-274-1868,,"6433 CA-27, 180Los Angeles, CA 91303"
27301,Got Hemp!,Hemp,,,,KCASS2020@gmail.com,321-239-7576,,"2385 EF Griffin RdLakeland, FL 33813"
398392,GOOD DAY LOGISTICS LLC,Hemp,,,,quinlan.h.motley@gmail.com,504-410-2834,,LA
22_1100232,"Gollo Logistics, LLC",Hemp,,,,Candice@gardenom.com,9708198553 || 3035020248,,"GOHCo Operations LLCSteamboat Springs, CO 80477 || 4631 Elm CtDenver, CO 80211"
GLOBAL HEALTH NATURALS,Hemp,Hemp,,,,,,,
390441,Global Drinks Company,Hemp,,,,cbruneau@ceresltd.com,501-352-9429 || 202-256-4837,,"GLENNOE FARMSAR || 2502 N Rocky Point Dr, suite 1050-bTampa, FL 33607"
398646,Global Direct,Hemp,,,,,,,
391287,GL Industrial LLC,Hemp,,,,,3149390715,,"909 Bannock StDenver, CO 80204"
003H1V,"Glextra Industries, LLC",Hemp,,,,,9083282354,,"500 Lake Dillon DriveDillon, CO 80435"
Fresh Factory Services LLC,Hemp,Hemp,,,,,,,
FREEDOM FRESH LLC,Hemp,Hemp,,,,,,,
IV LIFE,FOREMAN PR LLC,Hemp,,,,,(713) 822-6637,,"2422 Lone Oak RdHouston, TX 77093"
0835592,Folsom & Forge LLC,Hemp,,,,Jose.hidalgo@folsomandforge.com,786-505-5167,,"5249 L B McLeod RdOrlando, FL 32811"
397754,FNM DISTRIBUTING,Hemp,,,,gasstationguru@yahoo.com,239-288-6437,,"5100 S Cleveland AveFort Myers, FL 33907"
392520,"FM Labs, LLC",Hemp,,,,,6088524779,,"Flower D. SullivanNV || 1285 Factory CirFort Lupton, CO 80621"
392478,Floral,Hemp,,,,sbcannabisco@gmail.com,,,"843 Mitchell Mill RdGladys, VA 24554"
396919,Farm To Pharm,Hemp,,,,,,,
398605,Ez CBD WHOLESALE,Hemp,,,,mike@lightfiregroup.com,954-806-4725,,"10601 State St, Suite # 5Tamarac, FL 33321"
399188,EUROPA SPORTS PRODUCTS LLC,Hemp,,,,luistorres@europasports.com,954-985-5665,,"3200 NW 27th Ave, 101Pompano Beach, FL 33069"
376866,Essential Choice LLC,Hemp,,,,,7604294800,,"946 Larkspur LnLouisville, CO 80027"
ESSENDANT,Hemp,Hemp,,,,,,,
379804,Enoch Hemp LLC,Hemp,,,,,3038846172,,"8547 E Arapahoe RdGreenwood Village, CO 80112"
398764,Elite Hemp Products,Hemp,,,,accounting@elitehempproducts.com,954-638-1490,,"8411 W Oakland Park BlvdSunrise, FL 33351"
391424,Elite Distributor LLC,Hemp,,,,Elitefl01@gmail.com,407-601-6665,,"1716 Premier Row, AOrlando, FL 32809"
ELEVATE ORGANIC,Hemp,Hemp,,,,,,,
Elev8 Hemp,Hemp,Hemp,,,,,,,
CCI,EDMUND GROUP LLC,Hemp,,,,,(210) 380-2424,,"5355 Dietrich Rd, 101San Antonio, TX 78219"
"E-Alternative Solutions, LLC",Hemp,Hemp,,,,,,,
DUKE DISTRO LLC.,Hemp,Hemp,,,,,,,
Money,Dubai’s,Hemp,,,,brandon.koomq@yahoo.com,8453692580,,"4800 US-301Tampa, FL 33610"
DR. R AND R'S,DR. RODRIGUEZ AND REDFEARN'S,Hemp,,,,,(713) 446-3249,,"405 Main StHouston, TX 77002"
0836057,"Dr. Phillips Formulations, LLC",Hemp,,,,drlanephillips@gmail.com,407-676-5223,,"920 International Pkwy, Suite 1056ALake Mary, FL 32746"
391291,DR. MORSE'S HERBAL HEALTH CLUB,Hemp,,,,info@dmhhc.com,941-766-8068,,"525 Tamiami Trail, 5Port Charlotte, FL 33953"
Doobly Wood Crafts,Hemp,Hemp,,,,,,,
400186,"Devine Distribution, Inc.",Hemp,,,,johnathon@devinedist.com,954-933-7439,,"1501 Green RdPompano Beach, FL 33064"
"Destino Farms, Inc",Hemp,Hemp,,,,,,,
394312,Delta Treats LLC,Hemp,,,,luis.lacal@bakerycorp.com,305-623-3838,,"352 NE 3rd AveDelray Beach, FL 33444"
397212,Delta Team CBD,Hemp,,,,,,,
DeConna Ice Cream Company/Vince DeConna Dist,Hemp,Hemp,,,,,,,
DeConna Ice Cream Company Inc.,Hemp,Hemp,,,,,,,
DAZED DISTRIBUTION,DAZED INC,Hemp,,,,HANS@DAZEDINC.COM,(512) 400-1420,,"5330 Menchaca Rd, STE AAustin, TX 78745"
In View: 3670,Page 13 of 37,Hemp,,,,,,,
"C & S WILLCO, LLC",Hemp,Hemp,,,,,,,
"CR World, Corp",Hemp,Hemp,,,,,,,
CRUDE HEMP SOLUTIONS,CRUDE OILFIELD SOLUTIONS LP,Hemp,,,,SLDALE@CRUDEOFS.COM,(281) 800-2637,,"11767 Katy FwyHouston, TX 77079"
0834043,"Creative Insight Consulting Group, Inc",Hemp,,,,,,,
003JQD,COWTOWN PARTNERSHIP GROUP,Hemp,,,,erik@cfcolorado.com || GEORGE@BLOOMHEMPMARKET.COM,(970) 379-9733 || (682) 707-9229,,"Cottonwood Farms, LLCWI || 1411 W Magnolia Ave, 101Fort Worth, TX 76104"
395837,Colorado Quantum LLC,Hemp,,,,,3038078343,,"2125 S Jasmine StDenver, CO 80222"
0039BA,"Colorado Hemp Exchange, LLC",Hemp,,,,,7205513000,,"21575 J D Johnson RdPeyton, CO 80831"
003BA1,COLONIAL DISTRIBUTING,Hemp,,,,awislocki@colonialdistributing.com,813-892-9460,,"10889 Crossroads Commerce BlvdTampa, FL 33610"
383325,"Coil Therapeutix, LLC",Hemp,,,,,,,
269207,CG Salty Sun,Hemp,,,,Danielle@cgsaltysun.com,386-785-4457,,"970 Shadick Dr, Ste 3Orange City, FL 32763"
Central Cold Storage Corporation,Hemp,Hemp,,,,,,,
"CEED2MED, LLC",Hemp,Hemp,,,,,,,
391572,CBL,Hemp,,,,,,,
392546,cbd extra,Hemp,,,,salah224@hotmail.com,641-512-2805,,"7000 N Military TrlWest Palm Beach, FL 33410"
397110,CBD Dispensary,Hemp,,,,,8327545476,,"422 Gans StHouston, TX 77029"
0831347,CBD 4 U ALL,Hemp,,,,peter@shiplogik.com,787-300-8889,,"10180 Riverside Dr, 7Palm Beach Gardens, FL 33410"
390738,CARROLL DISTRIBUTING COMPANY,Hemp,,,,bhicks@carrolldist.com,321-421-6283,,"1553 Chad Carroll WayMelbourne, FL 32940"
394952,CaliCo Distribution LLC,Hemp,,,,,7202600457,,"2655 N Downing StDenver, CO 80205"
003GAV,Calgory,Hemp,,,,empe@castro.fr,786-608-4770,,"2035 NW 23rd AveMiami, FL 33142"
Budzburn Inc,Hemp,Hemp,,,,,,,
400630,Buddha Hemp,Pending,,,,,,,
Brand Elevation Partners,Hemp,Hemp,,,,,,,
390767,"Bourgeon, Inc.",Hemp,,,,kdogmccartney@gmail.com,843-729-2115,,SC
Bourgeon,"Bourgeon, Inc",Hemp,,,,kdogmccartney@gmail.com,843-729-2115,,SC
Boulder Creek Infusions,Hemp,Hemp,,,,,,,
Helping Hand Farms,"Boulder Botanical & Bioscience Laboratories, Inc.",Hemp,,,,,7205043001,,"1150 Catamount DrGolden, CO 80403"
0035DY,"BOTTLAB, LLC",Hemp,,,,JOSH@CALICRUSHER.COM,(512) 909-6209,,"3500 Dime CirAustin, TX 78744"
0829879,BOTANICAL-CBD,Hemp,,,,floresv@comsolinc.net,954-609-2318,,"6550 Dykes RdFort Lauderdale, FL 33331"
391978,"BMH Ventures, Inc.",Hemp,,,,jon.tumey@bluegrassfarma.com || shipping.bluemoonhemp@bmhcbd.com,(240) 314-9216 || 954-802-8826,,"Bluegrass Farmaceuticals, LLCKY || 6854 NW 20th AveFort Lauderdale, FL 33309"
394540,"BLUE WATER HOLDINGS GROUP, INC.",Hemp,,,,jon.tumey@bluegrassfarma.com || karl@bluewaterholdingsgroup.com,(240) 314-9216 || 239-308-7619,,"Bluegrass Farmaceuticals, LLCKY || 12451 Metro PkwyFort Myers, FL 33966"
390576,Blackstone LLC,Hemp,,,,,7204275532,,"6300 Taylor StFrederick, CO 80530"
00358Q,"Black Rhino International, Inc.",Hemp,,,,,6192513323,,"225 W 2nd StPueblo, CO 81003"
003HVG,Black Diamond Distribution Ltd,Hemp,,,,,6362794858,,"7589 E Technology WayDenver, CO 80237"
003GAD,Bjorn's Colorado Honey,Hemp,,,,Laraboudreaux@gmail.com,303-887-5111,,"2235 Colonial BlvdFort Myers, FL 33907"
"Bioscripts USA, LLC",Hemp,Hemp,,,,,,,
391211,Biomedical International Corp.,Hemp,,,,mhernandez@biomedicalintl.com,305-669-1010,,"4896 SW 74th CtMiami, FL 33155"
"340679, 340501",BELL CHEM CORP,Hemp,,,,nrivera@bellchem.com,407-339-0002,,"1175 Florida Central PkwyLongwood, FL 32750"
Beacon III LLC.,Hemp,Hemp,,,,,,,
392882,"Badia Spices, Inc.",Hemp,,,,qualitycontrol@badiaspices.com,305-873-4449,,"AZ Hemp license 15AZ || 2200 NW 112th AveMiami, FL 33172"
396675,Vital,Hemp,,,,,,,
393953,Axis Secure Transportation,Hemp,,,,jjanas73@gmail.com,480-628-3727,,"21001 N Tatum Blvd, 1630 939Phoenix, AZ 85050"
394283,Alterra,Hemp,,,,,7207170082,,"Fort Collins, CO 80522"
003DA9,Alpha Distribution,Hemp,,,,ALPHADISTRO561@GMAIL.COM,561-901-5838,,"1140 Holland DrBoca Raton, FL 33487"
398510,ALLG Essentials,Hemp,,,,trevor@globalproductgroup.com,727-304-4393,,"13760 Reptron BlvdTampa, FL 33626"
396138,ALL DAT SERVICES,Hemp,,,,alldatservices@outlook.com,337-706-2584,,LA
22_1100233,AGRONWORKS LLC,Hemp,,,,,,,
0833306,AGA CORP.,Hemp,,,,,,,
395956,AFC Collective,Hemp,,,,captcalvin@gmail.com,479-640-1683 || 850-368-9969,,"ADVANCED CANNABIS SCIENCES LLCAR || 2852 20th Ave NSt. Petersburg, FL 33713"
391924,A & E WHOLESALE OF NORTH FLORIDA,Hemp,,,,amelendez@aewholesalenf.com,850-222-2048,,"475 Capital Cir SW, Unit 1Tallahassee, FL 32304"
377270,ADEL WHOLESALE,Hemp,,,,,904-358-8900,,"2500 Charlevoix StJacksonville, FL 32206"
ACE DISTRIBUTORS,Hemp,Pending,,,,,,,
373001,ACADIA GROWTH,Hemp,,,,NICKR@ACADIAGROWTH.COM,(210) 986-8933,,"3823 Lenten RoseSan Antonio, TX 78259"
Page 14 of 37,4ThePeople,Hemp,,,,tyrobinson05@gmail.com,5186129819,,"26 Mott StTrenton, NJ 08611"
"3MAEC, LLC.",Hemp,Hemp,,,,,,,
0829873,2VETS TRANSPORT LLC,Hemp,,,,Nikki@4cornerscannabis.com || charliecarroll1965@gmail.com,3039566705 || 504-908-7446,,"1287 Enterprises LLCCO || 17471 Evergreen Hill DrPrairieville, LA 70769"
Jware,Valitech,Hemp,,,,,,,
"Packaging and Labels, Manufacturing Goods",Hemp,Pending,,,,,,,
Packaging and Labels,Wowie Supply,Ancillary,,,,,,,
BOXO Packaging,The Packaging Solutions LLC,Ancillary,,,,,,,
Packaging and Labels,N/A,Ancillary,,,,,,,
Packaging and Labels,Best Bud Bags,Ancillary,,,,,,,
Prints Charming Communications,Ancillary,Ancillary,,,,,,,
Packaging and Labels,KSH,Ancillary,,,,,,,
Packaging and Labels,Aponte Investments,Pending,,,,franklinaponte1@gmail.com,9166649487,,"1374 W 44th StHialeah, FL 33012"
00420 FARMS,Pending,Pending,,,,,,,
General Vendor,"Quann & Co, LLC",Pending,,,,,,,
Roaring Cannabis,Leone Organics,Pending,,,,,,,
LISTENER,LSTNR GmbH,Pending,,,,hakan@lstnr.com,+491 7269 19926,,"Frankfurt am Main, HE 60313"
0000037-lic,Ingrano,Pending,,,,,,,
"Cannabis Distributor, Hemp Distributor, Packaging and Labels",LaCanntina,Pending,,,,,,,
"Cannabis Distributor, Hemp Distributor",AB Distribution,Pending,,,,,,,
"Cannabis Distributor, Hemp Distributor",Heath Enterprises LLC,Pending,,,,cat@heathenterprises.org,2028162346,,"5507 Bass PL SEWashington, DC 20019"
Healthgreen Corp,Healthgreen,Pending,,,,comercioexterior@healthgreen.shop,+573174016576,,"4761 Kumbrian Lakes drKissimmee, FL 34746"
GREEN SHEPHERD,GREEN SHEPHERD DISTRIBUTION,Verified,,,,info@greenshepherd.com.aU,+61429225262,,"5/17 Mona PlaceSouth Yarra, VIC 3141"
"Mad Cow Hemp, Think Tank",Wisconsin Stoners Corporation,Pending,,,,,,,
none,Ugly Hemp Wholesale,Pending,,,,,,,
"Cannabis Distributor, Cannabis Manufacturer, Cannabis Retailer (Delivery), Hemp Distributor, Hemp Retailer (Online)",", CDPH-T00001872",Verified,,,,,,,
CHAD Enterprises LLC,Verified,Pending,,,,,,,
"BLIC2019-0317, C12-0000334-LIC",CMI MA,Hemp,,,,,,,
CarlosSalinas Exchange,Pending,Pending,,,,,,,
"Headwaters Enterprises, LLC",Hemp,Pending,,,,,,,
Kañamu593,Pending,Ancillary,,,,,,,
HempTropic,HempTropic S.A.C.,Pending,,,,jeff@storedvalueplus.com,3105458355,,"C. Las Orquideas, No 444, Piso 7San Isidro, Provincia de Lima 15046"
"Distributor,","Cannabis Distributor, Cannabis Cultivator, Cannabis Manufacturer, Cultivation Goods, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Hemp Brand, Manufacturing Goods, Seed Banks / Genetics",Pending,,,,,,,
"Cannabis Brand, Cannabis Retailer (Delivery), Cannabis Retailer (Online), Hemp Brand, Hemp Retailer (Online), Cannabis Distributor, Cannabis Retailer (Storefront), Hemp Distributor, Cannabis Cultivator, Hemp Retailer (Delivery), Hemp Cultivator",Leaflymart,Pending,,,,,,,
"Cannabis Brand, Cannabis Retailer (Delivery), Cannabis Retailer (Online), Cannabis Manufacturer, Cannabis Distributor, Finance / Loans, Education & Training, Social Networks, Staffing and Recruiting, Tourism & Travel, Trade Associations, Sales Management Services, Medical Professionals, Hemp Retailer (Storefront), Hemp Manufacturer, Hemp Distributor, Hemp Brand, Land / Real Estate, Insurance, Cultivation Goods, Consulting, Accounting, Legal, Marketing / PR, Advertising / Publication, Business Analytics, Software and Technology, Cannabis Retailer (Storefront)",Little Angles,Pending,,,,brownbagboogie@gmail.com,2489065809,,"24425 Santa Barbara StSouthfield, MI 48075"
BBB,Brown Bag Boogie,Pending,,,,brownbagboogie@gmail.com,2489065809,,"24425 Santa Barbara StSouthfield, MI 48075"
Weed,BUDWEEDZARD GROW LLC,Pending,,,,WILSON@BUDWEEDZARD.COM,4055626900,,"420 S Main StThomas, OK 73669"
Sylent,Pending,Pending,,,,,,,
Blaque Dude,Dasha Brown LLC.,Pending,,,,dashabrown79@gmail.com,4074517177,,"2756 Willie Mays PkwyOrlando, FL 32811"
Retailer,"Cannabis Brand, Cannabis Retailer (Storefront), Cannabis Cultivator, Cannabis Distributor, Hemp Brand, Hemp Cultivator, Hemp Distributor, Hemp Manufacturer, Hemp Retailer (Delivery), Hemp Retailer (Online), Hemp Retailer (Storefront), Cannabis Retailer (Online), Cannabis Retailer (Delivery), Cannabis Manufacturer",Pending,,,,,,,
"Cannabis Brand, Manufacturing Goods",Green.V.Dispensary,Pending,,,,,,,
"Cannabis Brand, Cultivation Goods, Hemp Retailer (Delivery), Hemp Retailer (Online), Cannabis Cultivator, Facility Supplies & Machinery, Cannabis Retailer (Online), Cannabis Retailer (Delivery), Cannabis Manufacturer, Hemp Cultivator, Hemp Brand",The Botanicals,Pending,,,,,,,
Cooch Weed’s,Cooch weeds,Pending,,,,cortsmith49@yahoo.com,5107532607,,"4975 Duneville St, APT 124Las Vegas, NV 89118"
Laadiluuck,Luckiiwaaayz,Pending,,,,noway@gmail.com,9164306366,,"2370 W StSacramento, CA 95818"
Blank Label Manufacturing LLC,Pending,Pending,,,,,,,
163435192,Coldscreen,Pending,,,,,,,
"Cannabis Brand, Cannabis Distributor, Cannabis Retailer (Delivery), Cannabis Retailer (Online), Hemp Brand, Hemp Retailer (Delivery), Hemp Distributor",Mr.Mota,Pending,,,,,,,
"Cannabis Brand, Cannabis Distributor, Cannabis Retailer (Storefront), Hemp Distributor",GREENSKY PHARMA,Pending,,,,onlinebulk@greensky-pharma.com,+48787947950,,"Aleje Jerozolimskie 85 / 21Warszawa, Mazowieckie 02-002"
