Company Name,Company Name2,Email,Phone,Status,DBA,License,Type,License Number,Address
LA Hemp Distributor 0002,Hemp,crealc@msn.com,318-393-2208,Hemp,,,Hemp Distributor,002Y7N,LA Hemp Grower 0004 10915 Springridge-Texas Line Rd Keithville  LA 71047 LA Hemp Grower 0005
LA Hemp Distributor 0001,Hemp,kyle@rootsdowncommunityfarm.com kris@kztradingllc.com bcobb9@lsu.edu,7209993527 706-975-9607,Hemp,,,Hemp Distributor,KRIS AUSTIN GROUP  LLC,WI K&Z Trading LLC 11757 W Ken Caryl Ave F254 Littleton  CO 80127 LA Hemp Grower 0003 5689 River Rd  230B Baton Rouge  LA 70820 LA Hemp Grower 0004
22_1100096,L7 Grain,,,Hemp,,,Hemp Distributor,55172  342924,
399913,KEHE DISTRIBUTORS LLC,,,Hemp,,,Hemp Distributor,003H50,
kaniBus wholesalers,Kani Bus Llc,,,Hemp,,,Hemp Distributor,Wall Street Hemp Xchange,
JW Consultants,Hemp,r2@juniorfarms.com steves@juniperbiolabs.com,8167560016 5414081518 7205855335,Hemp,KANEH BOSM HEMP CO.,,Hemp Distributor,003F6P,Juniors Farms 3306 Gillham Rd KCMO  MO 64109 Juniper Biolabs 16855 Reed Road La Pine  OR 97739 Kaneh Bosm Hemp Co. 201 S Jasper Cir Aurora  CO 80017
Just Natural Hemp,Just Natural Hemp LLC,,,Hemp,,,Hemp Distributor,391208,
Wall Street Hemp Xchange,JP Plus Inc,,,Hemp,,,Hemp Distributor,65298,
396899,J&a distributions llc,,,Hemp,,,Hemp Distributor,0835430,
396254,JACOB FLEISHMAN COLD STORAGE INC,,,Hemp,,,Hemp Distributor,365249,
65298,IN THE WIND INDUSTRIES LLC,,,Hemp,,,Hemp Distributor,398963,
0835430,INTERNATIONAL COLD STORAGE,,,Hemp,,,Hemp Distributor,391372,
Integrity Medicinals  LLC,Hemp,myinjuryassistancenetwork@gmail.com jsg@coreassetgroup.com,3467182899 800-988-8142 646-734-5574,Hemp,,,Hemp Distributor,Infinity Wholesale Group Inc,INFUSE ME LLC 1320 Beachton St Houston  TX 77007 Injury Assistance Network  LLC 823 N Thornton Ave Orlando  FL 32803 International Farmaceutical Extracts LLC 20221 NE 16th Pl Miami  FL 33179 International Hemp Exchange
398963,Injury Assistance Network  LLC,,,Hemp,,,Hemp Distributor,391043,
391372,Infinity Wholesale & Supply,,,Hemp,,,Hemp Distributor,27307,
52863,H T HACKNEY,,,Hemp,,,Hemp Distributor,29_P00393,
368892,HIGHLY FLAVORABLE,,,Hemp,,,Hemp Distributor,0834648,
0836417,H & H Hemp,,,Hemp,,,Hemp Distributor,00320W,
0037VW,Hemp Matrix  Inc,,,Hemp,,,Hemp Distributor,391259,
003G2C,Hempex LLC,,,Hemp,,,Hemp Distributor,396624,
00320W,Hemperience  LLC.,,,Pending,,,Hemp Distributor,B_0001,
Hemp Dynasty Distribution LLC,Hemp,Ezekiel@hempclonesofarizona.com tony@mellowking.com,623-764-0324 3038848408 850-694-4269,Hemp,HEMP FLOWER PRIME,,Hemp Distributor,Hemp Choice Distribution,Hemp Clones of Arizona AZ Hemp Co. LLC 8301 E Arizona Pl Denver  CO 80247 Hemp Flower Prime 4708 Capital Cir NW Tallahassee  FL 32303
396624,Hemp Consultants  LLC,,,Hemp,,,Hemp Distributor,003HQF,
B_0001,Hemp co,,,Hemp,,,Hemp Distributor,22_1100204,
Page 12 of 37,HEMPATHIZE,,,Hemp,,,Hemp Distributor,391214,
22_1100204,Hedgegrove LLC,,,Hemp,,,Hemp Distributor,338324,
27404,Hamilton Farms LLC,,,Hemp,,,Hemp Distributor,269389,
B_0003,GREENE'S RESERVE,,,Hemp,,,Hemp Distributor,390139,
401012,GREAT BAY DISTRIBUTORS # 40915,,,Hemp,,,Hemp Distributor,398392,
0829860,Grand Duke Global Inc.,,,Hemp,,,Hemp Distributor,22_1100232,
27301,Got Hemp!,,,Hemp,,,Hemp Distributor,003K1D,
398392,GOOD DAY LOGISTICS LLC,,,Hemp,,,Hemp Distributor,390441,
22_1100232,Gollo Logistics  LLC,,,Hemp,,,Hemp Distributor,398646,
GLOBAL HEALTH NATURALS,Hemp,brennan.lammermann@gmail.com info@globalhealthnaturals.com,7202525612 800-316-6159,Hemp,,,Hemp Distributor,GLOBAL ADVANCED BOTANICALS LLC,GL Enterprise LLC 3232 S Owens Ct Lakewood  CO 80227 G-Logic LLC 371 Interstate Blvd Sarasota  FL 34240 GM Extraction and Packaging
390441,Global Drinks Company,,,Hemp,,,Hemp Distributor,391287,
398646,Global Direct,,,Hemp,,,Hemp Distributor,003H0M,
391287,GL Industrial LLC,,,Hemp,,,Hemp Distributor,AZ-T200342,
003H1V,Glextra Industries  LLC,,,Hemp,,,Hemp Distributor,375367,
Fresh Factory Services LLC,Hemp,nomadicchief@yahoo.com jsteffensfarm@gmail.com,985-788-5115 4022166465,Hemp,FROSTY CLUB FROSTY CLUB FROSTY CLUB,,Hemp Distributor,0835592,Foxhound Farms LA Franklin OZ B1 (Hemp Hill) 912 Franklin Ave Lexington  MO 64067 frosty club 3222 E 1st Ave Denver  CO 80206 Frye Farms Produce Market
FREEDOM FRESH LLC,Hemp,fesltd@msn.com SZAMORA@FREEDOMFRESH.COM,859-873-6211 305-715-5719,Hemp,FROST GENETICS LLC,,Hemp Distributor,397754,Fouser Environmental Services  Ltd. Versailles  KY 40383 Frost Genetics LLC 11001 NW 124th St Miami  FL 33178
IV LIFE,FOREMAN PR LLC,,,Hemp,,,Hemp Distributor,392520,
0835592,Folsom & Forge LLC,,,Hemp,,,Hemp Distributor,003D97,
397754,FNM DISTRIBUTING,,,Hemp,,,Hemp Distributor,392478,
392520,FM Labs  LLC,,,Hemp,,,Hemp Distributor,396919,
392478,Floral,,,Hemp,,,Hemp Distributor,398605,
396919,Farm To Pharm,,,Hemp,,,Hemp Distributor,22_1100175,
398605,Ez CBD WHOLESALE,,,Hemp,,,Hemp Distributor,003FNK,
399188,EUROPA SPORTS PRODUCTS LLC,,,Hemp,,,Hemp Distributor,379804,
376866,Essential Choice LLC,,,Hemp,,,Hemp Distributor,003G7A,
ESSENDANT,Hemp,mznascar13@gmail.com wluis@essendant.com,2286976493 5129478608 321-558-9659,Hemp,ETHEREAL ANALYTICS LLC,,Hemp Distributor,Emmanuel Enterprises Inc.,14350 W Carriage Cir Gulfport  MS 39503 EPIC BOTTLING LLC 204 Airline Dr  suit#700 Coppell  TX 75019 Ethereal Analytics LLC 2405 Commerce Park Dr Orlando  FL 32819 ETRYUS LLC
379804,Enoch Hemp LLC,,,Hemp,,,Hemp Distributor,394472,
398764,Elite Hemp Products,,,Hemp,,,Hemp Distributor,0838231,
391424,Elite Distributor LLC,,,Hemp,,,Hemp Distributor,394359,
ELEVATE ORGANIC,Hemp,disyodik@yahoo.com matt@elementalfarms.us,6057289300,Hemp,ELEVATE ORGANIC ELEVATE ORGANIC ELEVATE ORGANIC ELEVATE ORGANIC ELITE HEALTH PARTNERS  LLC GVB COLORADO,,Hemp Distributor,0838831,Edward’s smoke shop 6403 W Grove Pl Sioux Falls  SD 57107 Elemental Farms 3995 NE State Rte Uu Butler  MO 64730 Elite Health Partners  LLC 160 Link Ln Wimberley  TX 78676 Elite Hemp Products Elite Sales and Services Colorado LLC
Elev8 Hemp,Hemp,jim@gimmica.com,478-731-9299,Hemp,,,Hemp Distributor,0035AZ,Edgefield Enterprises  LLC SC
CCI,EDMUND GROUP LLC,,,Hemp,,,Hemp Distributor,369281,
E-Alternative Solutions  LLC,Hemp,jackddunn@hotmail.com cajuncolor@aol.com choward@ealternativesolutions.com,928-412-7485 225-937-6219 904-353-4311,Hemp,,,Hemp Distributor,DR. R AND R'S,Dunn Family Farms LLC AZ DUPONT HEMP FARMS LLC 60200 Choctaw St Plaquemine  LA 70764 Eastern Plains Hemp LLC 459 E 16th St Jacksonville  FL 32206 Easttide CBD LLC
DUKE DISTRO LLC.,Hemp,VAN.VANDERGRIFF@DUKEDISTRO.NET,,Hemp,DUKE DISTRO LLC DUKE DISTRO LLC E2 ENTERPRISES  LLC,,Hemp Distributor,0836057,DR. RODRIGUEZ AND REDFEARN'S 405 Main St Houston  TX 77002 e2 Enterprises  LLC 127 Cedar Bluff Aledo  TX 76008
Money,Dubai’s,,,Hemp,,,Hemp Distributor,391291,
DR. R AND R'S,DR. RODRIGUEZ AND REDFEARN'S,,,Hemp,,,Hemp Distributor,326439,
0836057,Dr. Phillips Formulations  LLC,,,Hemp,,,Hemp Distributor,400839,
391291,DR. MORSE'S HERBAL HEALTH CLUB,,,Hemp,,,Hemp Distributor,Doc's Brand  LLC,
Doobly Wood Crafts,Hemp,info@doob.ly,5125608309 570.561.4233,Hemp,DOOBLY WOOD CRAFTS,,Hemp Distributor,394312,DLY PRODUCTIONS INC 1333 Solitaire Round Rock  TX 78665 DOUBLE R FARMS 67 Shoemaker St Forty Fort  PA 18704
400186,Devine Distribution  Inc.,,,Hemp,,,Hemp Distributor,397212,
Destino Farms  Inc,Hemp,Hempcbd2019@gmail.com patrick@destinodistro.com,860-424-2550 484-868-1683,Hemp,,,Hemp Distributor,Delta Agricultural Partners  LLC,Demers Hill at Westpalace Farms 1 Demers Drive Spencer  MA 01562 DIAMOND CBD WAREHOUSE 2 1829 SW 8th St  A Miami  FL 33135
394312,Delta Treats LLC,,,Hemp,,,Hemp Distributor,003GG4,
397212,Delta Team CBD,,,Hemp,,,Hemp Distributor,104551,
DeConna Ice Cream Company/Vince DeConna Dist,Hemp,HANS@DAZEDINC.COM TAMMY@DECONNA.COM,321-725-5651,Hemp,ORGANIC SEEDS,,Hemp Distributor,0832703,DAZED INC 5330 Menchaca Rd  STE A Austin  TX 78745 Deliveries Unlimited 1998 Danr Dr NE Palm Bay  FL 32905
DeConna Ice Cream Company Inc.,Hemp,sales@dayoneorganics.co accounting@daytonabud.com Carla@Deconna.com,5707280122 386-274-4005 352-591-1530,Hemp,ORGANIC SEEDS,,Hemp Distributor,306715,Day One Organics  LLC 22 New Leicester Hwy Suite C 151 Asheville  NC 28806 DAYTONA BEVERAGES LLC 2275 Mason Ave Daytona Beach  FL 32117 Dei-Thyme Herb N Bees 6300 W Hwy 318 Reddick  FL 32686 Deliveries Unlimited
DAZED DISTRIBUTION,DAZED INC,,,Hemp,,,Hemp Distributor,22_1100129,
In View: 3670,Page 13 of 37,,,Hemp,,,Hemp Distributor,392304,
C & S WILLCO  LLC,Hemp,miguelcrisantes@mac.com candswillcollc@gmail.com,520-281-2213 318-201-4124,Hemp,,,Hemp Distributor,0834043,Crisantes Ranches 300 N Morley Ave Nogales  AZ 85621 Cultiva Wellness LA Culture Krush
CR World  Corp,Hemp,miguelcrisantes@mac.com colette@comecrworld.com,520-281-2213 727-401-4223,Hemp,,,Hemp Distributor,003JQD,Crisantes Ranches 300 N Morley Ave Nogales  AZ 85621 Cultiva Wellness 7097 30th Ave N St. Petersburg  FL 33710
CRUDE HEMP SOLUTIONS,CRUDE OILFIELD SOLUTIONS LP,,,Hemp,,,Hemp Distributor,0831904,
0834043,Creative Insight Consulting Group  Inc,,,Hemp,,,Hemp Distributor,22_1100209,
003JQD,COWTOWN PARTNERSHIP GROUP,,,Hemp,,,Hemp Distributor,003BA1,
395837,Colorado Quantum LLC,,,Hemp,,,Hemp Distributor,383325,
0039BA,Colorado Hemp Exchange  LLC,,,Hemp,,,Hemp Distributor,391807,
003BA1,COLONIAL DISTRIBUTING,,,Hemp,,,Hemp Distributor,351091,
383325,Coil Therapeutix  LLC,,,Hemp,,,Hemp Distributor,27469,
269207,CG Salty Sun,,,Hemp,,,Hemp Distributor,391572,
Central Cold Storage Corporation,Hemp,frank@ccmfllc.com leadforum.inc@gmail.com riciaiborn@vpsco.com,7203535705 909-919-6316 831-724-7551,Hemp,,,Hemp Distributor,Doctorcbd,CCMF  LLC 5604 Kendall Ct  6383 Arvada  CO 80002 CCS Distribution 16155 Sierra Lakes Pkwy #609 Fontana  CA 92336 CENTRO NATURAL FAMILIAR LLC 310 Walker St Watsonville  CA 95076
CEED2MED  LLC,Hemp,ngebert@ceed2med.com,770-722-0519,Hemp,,,Hemp Distributor,CBD Wholesale Networks,Central Kentucky Solutions LLC 95 NE 4th Ave Delray Beach  FL 33483
391572,CBL,,,Hemp,,,Hemp Distributor,003GNH,
392546,cbd extra,,,Hemp,,,Hemp Distributor,27512,
397110,CBD Dispensary,,,Hemp,,,Hemp Distributor,312506,
0831347,CBD 4 U ALL,,,Hemp,,,Hemp Distributor,395191,
390738,CARROLL DISTRIBUTING COMPANY,,,Hemp,,,Hemp Distributor,398085,
394952,CaliCo Distribution LLC,,,Hemp,,,Hemp Distributor,399245,
003GAV,Calgory,,,Hemp,,,Hemp Distributor,393505,
Budzburn Inc,Hemp,,7203631453,Hemp,,,Hemp Distributor,BrightMa Farms  LLC,Buck Green Horizons 4418 Quartzite Pl Colorado Springs  CO 80938
400630,Buddha Hemp,,,Pending,,,Hemp Distributor,ERG-003097,
Brand Elevation Partners,Hemp,info@tillmanstranquils.com,5107053184 954-884-8768,Hemp,,,Hemp Distributor,Boulder Creek Infusions,6719 W 58th Pl Arvada  CO 80003 Brinkhoff Farms 4757 SW 51st St Davie  FL 33314
390767,Bourgeon  Inc.,,,Hemp,,,Hemp Distributor,003HJQ,
Bourgeon,Bourgeon  Inc,,,Hemp,,,Hemp Distributor,0035DY,
Boulder Creek Infusions,Hemp,,5107053184,Hemp,,,Hemp Distributor,0829879,Brand Elevation Partners 6719 W 58th Pl Arvada  CO 80003
Helping Hand Farms,Boulder Botanical & Bioscience Laboratories  Inc.,,,Hemp,,,Hemp Distributor,391978,
0035DY,BOTTLAB  LLC,,,Hemp,,,Hemp Distributor,394540,
0829879,BOTANICAL-CBD,,,Hemp,,,Hemp Distributor,390576,
391978,BMH Ventures  Inc.,,,Hemp,,,Hemp Distributor,00358Q,
394540,BLUE WATER HOLDINGS GROUP  INC.,,,Hemp,,,Hemp Distributor,003HVG,
390576,Blackstone LLC,,,Hemp,,,Hemp Distributor,003GAD,
00358Q,Black Rhino International  Inc.,,,Hemp,,,Hemp Distributor,391033,
003HVG,Black Diamond Distribution Ltd,,,Hemp,,,Hemp Distributor,391211,
003GAD,Bjorn's Colorado Honey,,,Hemp,,,Hemp Distributor,400429,
Bioscripts USA  LLC,Hemp,mike@biofarmcbdsoluctions.com jwills@bioscriptsusa.com,303-717-7954 813-512-8257,Hemp,,,Hemp Distributor,BioFarm,Biofarm Solutions LLC 1962 Blake Street Suite 200 Denver  CO 80202 Black Canyon Seed LLC 6206 Benjamin Rd Tampa  FL 33634
391211,Biomedical International Corp.,,,Hemp,,,Hemp Distributor,392882,
340679  340501,BELL CHEM CORP,,,Hemp,,,Hemp Distributor,396675,
Beacon III LLC.,Hemp,hoifung95@gmail.com map@malonsopoch.com,305-205-2933,Hemp,,,Hemp Distributor,Aye CBD Products LLC,BBTANK Technology 3/F  Building A Shuangjinhui Industrial Zone Tongfuyu Industrial Area 深圳市  广东省 518103 Beerman Farms LLC 7331 NW 61st St Miami  FL 33166
392882,Badia Spices  Inc.,,,Hemp,,,Hemp Distributor,393953,
396675,Vital,,,Hemp,,,Hemp Distributor,0830313,
393953,Axis Secure Transportation,,,Hemp,,,Hemp Distributor,398510,
394283,Alterra,,,Hemp,,,Hemp Distributor,396138,
003DA9,Alpha Distribution,,,Hemp,,,Hemp Distributor,22_1100233,
398510,ALLG Essentials,,,Hemp,,,Hemp Distributor,0833306,
396138,ALL DAT SERVICES,,,Hemp,,,Hemp Distributor,395956,
22_1100233,AGRONWORKS LLC,,,Hemp,,,Hemp Distributor,391924,
0833306,AGA CORP.,,,Hemp,,,Hemp Distributor,377270,
395956,AFC Collective,,,Hemp,,,Hemp Distributor,27446,
391924,A & E WHOLESALE OF NORTH FLORIDA,,,Hemp,,,Hemp Distributor,373001,
377270,ADEL WHOLESALE,,,Hemp,,,Hemp Distributor,0830549  0838961,
ACE DISTRIBUTORS,Hemp,mkshoopman@gmail.com rajlalani@hotmail.com,7148377195 407-574-6633,Pending,,,Hemp Distributor,730 Enterprises LLC,Abundant Acres INC 3400 cottage way Suite G2 Sacramento  CA 95825 Adivina Nurseries 1900 Premier Row Orlando  FL 32809 ADLAKHA INVESTMENTS INC
373001,ACADIA GROWTH,,,Hemp,,,Hemp Distributor,0829873,
Page 14 of 37,4ThePeople,,,Hemp,,,Hemp Distributor,22_1100063,
3MAEC  LLC.,Hemp,318labz@gmail.com admin@33supply.net JEREMY@WMLABS.COM,318-582-9052 9186498023,Hemp,WAY MAKER LABS WAY MAKER LABS 420 STRAINS INC. 420 STRAINS INC. 420 STRAINS INC.,,Hemp Distributor,171 Group LLC,318 LABZ  LLC 2801 Old Greenwood Ste 11 Fort Smith  AR 72903 420 STRAINS INC US-175 TX
0829873,2VETS TRANSPORT LLC,,,Hemp,,,Packaging and Labels  Manufacturing Goods,Hemp,
Jware,Valitech,,,Hemp,,,Packaging and Labels  Cultivation Goods,TBD,
Packaging and Labels  Manufacturing Goods,Hemp,,,Pending,,,Packaging and Labels,N/A,
Packaging and Labels,Wowie Supply,,,Ancillary,,,Packaging and Labels,Best Bud Bags,
BOXO Packaging,The Packaging Solutions LLC,,,Ancillary,,,Packaging and Labels,Merax,
Prints Charming Communications,Ancillary,,,Ancillary,,,Cannabis Distributor  Cannabis Retailer (Delivery)  Hemp Distributor  Hemp Retailer (Delivery)  Cannabis Retailer (Storefront),Roaring Cannabis,
00420 FARMS,Pending,,,Pending,,,Cannabis Distributor  Cannabis Retailer (Storefront)  Hemp Distributor  Cannabis Brand,LISTENER,
General Vendor,Quann & Co  LLC,,,Pending,,,Cannabis Distributor  Cannabis Retailer (Storefront)  Cannabis Retailer (Online)  Cannabis Retailer (Delivery)  Cannabis Manufacturer  Hemp Distributor  Hemp Manufacturer  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Manufacturing Goods  Packaging and Labels  Software and Technology  Testing Laboratories,Appalachia Hemp Trading Co.,
Roaring Cannabis,Leone Organics,,,Pending,,,Cannabis Distributor  Facility Supplies & Machinery  Cannabis Manufacturer  Cultivation Goods  Cannabis Retailer (Storefront)  Cannabis Brand  Glassware  Packaging and Labels  Manufacturing Goods  Seed Banks / Genetics  Hemp Distributor  Cannabis Retailer (Delivery)  Cannabis Cultivator  Cannabis Retailer (Online)  Hemp Cultivator  Hemp Brand  Hemp Manufacturer  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Hemp Retailer (Delivery),The Higher Community,
LISTENER,LSTNR GmbH,,,Pending,,,Cannabis Distributor  Hemp Distributor  Hemp Manufacturer  Cannabis Manufacturer  Cannabis Retailer (Delivery)  Hemp Retailer (Delivery)  Cannabis Retailer (Online)  Hemp Retailer (Online)  Cannabis Retailer (Storefront)  Hemp Retailer (Storefront),SMOKE BOX 420,
0000037-lic,Ingrano,,,Pending,,,Cannabis Distributor  Hemp Distributor,AB Distribution,
Cannabis Distributor  Hemp Distributor  Packaging and Labels,LaCanntina,,,Pending,,,Cannabis Distributor  Hemp Distributor,Healthgreen Corp,
Cannabis Distributor  Hemp Distributor,AB Distribution,,,Pending,,,Cannabis Distributor  Hemp Distributor,Clean slate,
Healthgreen Corp,Healthgreen,,,Pending,,,Cannabis Distributor  Hemp Distributor,Edible Distribution,
GREEN SHEPHERD,GREEN SHEPHERD DISTRIBUTION,,,Verified,,,Cannabis Distributor  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Hemp Retailer (Storefront)  Manufacturing Goods  Education & Training  Hemp Brand  Hemp Cultivator  Hemp Distributor  Hemp Manufacturer,Big Medicine Botanicals llc,
Mad Cow Hemp  Think Tank,Wisconsin Stoners Corporation,,,Pending,,,Cannabis Distributor  Hemp Cultivator  Seed Banks / Genetics  Cannabis Retailer (Storefront),AG-R1064874HGS  AG-R1069818HGS  050 1011885C837  AG-R1064873AHS,
none,Ugly Hemp Wholesale,,,Pending,,,Manufacturer,Cannabis Distributor  Cannabis Manufacturer  Cannabis Retailer (Delivery)  Cannabis Retailer (Online)  Hemp Brand  Hemp Distributor  Hemp Manufacturer  Hemp Retailer (Delivery)  Hemp Retailer (Online),
Cannabis Distributor  Cannabis Manufacturer  Cannabis Retailer (Delivery)  Hemp Distributor  Hemp Retailer (Online),CDPH-T00001872,,,Verified,,,Cannabis Distributor  Cannabis Cultivator  Manufacturing Goods,Carlos Salinas,
CHAD Enterprises LLC,Verified,cbdcentraloregon@gmail.com chad.everything@gmail.com,7607993636,Pending,CHAD LABS CBD THE REMEDY CBD THE REMEDY CBD THE REMEDY,,Cannabis Distributor  Cannabis Cultivator  Cultivation Goods  Manufacturing Goods  Cannabis Retailer (Delivery)  Cannabis Retailer (Online),Lost Range,CENTRAL OREGON CBD LLC 65301 N Hwy 97 Bend  OR 97701 Charter AZ LLC 34750 Spyder Circle Suite D Palm Desert  CA 92211
BLIC2019-0317  C12-0000334-LIC,CMI MA,,,Hemp,,,Cannabis Distributor  Cannabis Cultivator  Hemp Manufacturer  Hemp Distributor,55-MFP19-0000160,
CarlosSalinas Exchange,Pending,,8067592739,Pending,CARLOS SALINAS,,Cannabis Distributor  Cannabis Cultivator  Hemp Cultivator  Hemp Distributor  Cannabis Retailer (Online),HempTropic,CAPROCK CBD 5608 County Rd 7550 Lubbock  TX 79424
Headwaters Enterprises  LLC,Hemp,broadiakbear@gmail.com,9703897588,Pending,QANNABO QANNABO QANNABO,,Distributor,Cannabis Distributor  Cannabis Cultivator  Cannabis Manufacturer  Cultivation Goods  Hemp Cultivator  Hemp Distributor  Hemp Manufacturer  Hemp Brand  Manufacturing Goods  Seed Banks / Genetics,Health Green S.A.S. 2835 Downhill Plaza  602 Steamboat Springs  CO 80487
Kañamu593,Pending,justin@justnaturalhemp.com bobby.phills@outlook.com amadormartosgonzalez@gmail.com,9083084100 225-460-1066 617071931,Ancillary,AMADORMARTOSGONZALEZ@GMAIL.COM AMADORMARTOSGONZALEZ@GMAIL.COM AMADORMARTOSGONZALEZ@GMAIL.COM AMADORMARTOSGONZALEZ@GMAIL.COM,,Seed Banks / Genetics,CBD Living,Just Natural Hemp LLC 900 Easton Ave Franklin Township  NJ 08873 JV AGRIINDUSTRIES  LLC LA Kannavox Inc. c/barcelona n 3 1r 4t Torredembarra  CT 43830
HempTropic,HempTropic S.A.C.,,,Pending,,,Hemp Brand  Hemp Cultivator  Hemp Distributor  Hemp Manufacturer  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Hemp Retailer (Storefront),Calm Cloud,
Distributor,Cannabis Distributor  Cannabis Cultivator  Cannabis Manufacturer  Cultivation Goods  Hemp Cultivator  Hemp Distributor  Hemp Manufacturer  Hemp Brand  Manufacturing Goods  Seed Banks / Genetics,,,Pending,,,Cannabis Brand  Cannabis Retailer (Storefront)  Cannabis Distributor  Facility Supplies & Machinery  Hemp Retailer (Delivery)  Hemp Retailer (Storefront)  Hemp Retailer (Online)  Glassware  Cannabis Retailer (Delivery)  Cannabis Retailer (Online)  Hemp Distributor,BBB,
Cannabis Brand  Cannabis Retailer (Delivery)  Cannabis Retailer (Online)  Hemp Brand  Hemp Retailer (Online)  Cannabis Distributor  Cannabis Retailer (Storefront)  Hemp Distributor  Cannabis Cultivator  Hemp Retailer (Delivery)  Hemp Cultivator,Leaflymart,,,Pending,,,Cannabis Brand  Cannabis Retailer (Storefront)  Hemp Retailer (Delivery)  Cannabis Distributor  Packaging and Labels  Glassware  Cannabis Retailer (Delivery)  Cannabis Retailer (Online),Weed,
Cannabis Brand  Cannabis Retailer (Delivery)  Cannabis Retailer (Online)  Cannabis Manufacturer  Cannabis Distributor  Finance / Loans  Education & Training  Social Networks  Staffing and Recruiting  Tourism & Travel  Trade Associations  Sales Management Services  Medical Professionals  Hemp Retailer (Storefront)  Hemp Manufacturer  Hemp Distributor  Hemp Brand  Land / Real Estate  Insurance  Cultivation Goods  Consulting  Accounting  Legal  Marketing / PR  Advertising / Publication  Business Analytics  Software and Technology  Cannabis Retailer (Storefront),Little Angles,,,Pending,,,Cannabis Brand  Cannabis Retailer (Storefront)  Hemp Retailer (Delivery)  Cannabis Cultivator  Hemp Retailer (Online)  Facility Supplies & Machinery  Cannabis Distributor  Cannabis Manufacturer  Hemp Brand  Hemp Retailer (Storefront)  Glassware  Cannabis Retailer (Delivery)  Cannabis Retailer (Online)  Hemp Cultivator  Hemp Distributor  Hemp Manufacturer  Packaging and Labels  Seed Banks / Genetics,GAAA-4KUF-X2B9,
BBB,Brown Bag Boogie,,,Pending,,,Cannabis Brand  Cannabis Retailer (Storefront)  Cannabis Manufacturer  Hemp Brand  Manufacturing Goods  Hemp Retailer (Storefront)  Cannabis Cultivator  Cannabis Distributor  Hemp Cultivator  Hemp Manufacturer,Blaque Dude,
Weed,BUDWEEDZARD GROW LLC,,,Pending,,,Retailer,Cannabis Brand  Cannabis Retailer (Storefront)  Cannabis Cultivator  Cannabis Distributor  Hemp Brand  Hemp Cultivator  Hemp Distributor  Hemp Manufacturer  Hemp Retailer (Delivery)  Hemp Retailer (Online)  Hemp Retailer (Storefront)  Cannabis Retailer (Online)  Cannabis Retailer (Delivery)  Cannabis Manufacturer,
Sylent,Pending,,,Pending,,,Cannabis Brand  Glassware  Cannabis Distributor  Hemp Brand  Manufacturing Goods  Packaging and Labels,Chinaenyeego Gburu-Gburu Trade Empire And Holdings Company Inc.,
Blaque Dude,Dasha Brown LLC.,,,Pending,,,Cannabis Brand  Manufacturing Goods  Cannabis Retailer (Delivery)  Cannabis Cultivator  Hemp Distributor,Roll-a-Bong,
